"flybase_gene_ID" "t0" "t1" "t2" "t4" "t8" "t16" "t24"
"13835" "FBgn0261799" 8 5 3 3 16 13 8
"13836" "FBgn0261800" 40523 42751 45229 72185 67493 34196 56596
"13837" "FBgn0261801" 0 0 0 1 1 0 0
"13838" "FBgn0261802" 4848 3920 2634 2402 2156 1699 2709
"13839" "FBgn0261803" 14 6 4 12 4 1 7
"13840" "FBgn0261804" 0 0 0 0 1 0 0
"13841" "FBgn0261805" 38 31 7 11 18 14 6
"13842" "FBgn0261806" 0 0 0 0 0 0 0
"13843" "FBgn0261807" 0 0 0 0 0 0 0
"13844" "FBgn0261808" 3851 1392 699 491 451 634 1063
"13845" "FBgn0261811" 4921 2688 1319 1708 1324 1209 3571
"13846" "FBgn0261813" 0 0 0 0 0 0 0
"13847" "FBgn0261814" 1 0 0 0 0 0 0
"13848" "FBgn0261816" 1 0 0 0 0 0 0
"13849" "FBgn0261817" 15 2 1 1 2 0 0
"13850" "FBgn0261822" 20716 10869 3037 16148 12015 6479 9186
"13851" "FBgn0261823" 3251 1379 569 752 596 495 1576
"13852" "FBgn0261830" 1 1 1 1 1 4 12
"13853" "FBgn0261831" 4 0 0 2 0 0 0
"13854" "FBgn0261832" 2 2 0 2 6 2 2
"13855" "FBgn0261833" 0 0 1 0 0 0 0
"13856" "FBgn0261834" 0 0 0 0 3 0 0
"13857" "FBgn0261835" 16 21 12 26 32 28 5
"13858" "FBgn0261836" 5795 3143 1527 2802 1989 1415 4788
"13859" "FBgn0261837" 0 0 0 0 0 0 0
"13860" "FBgn0261838" 0 0 0 0 0 0 0
"13861" "FBgn0261839" 0 0 0 0 0 0 0
"13862" "FBgn0261840" 0 0 0 0 0 0 0
"13863" "FBgn0261841" 0 0 0 0 0 0 0
"13864" "FBgn0261842" 0 0 0 0 0 0 0
"13865" "FBgn0261843" 0 0 0 0 0 0 0
"13866" "FBgn0261844" 0 0 0 0 0 0 0
"13867" "FBgn0261845" 0 0 0 0 0 0 0
"13868" "FBgn0261846" 3 2 4 3 12 6 4
"13869" "FBgn0261847" 7 1 3 0 2 14 8
"13870" "FBgn0261848" 0 0 0 0 0 0 2
"13871" "FBgn0261849" 0 0 0 0 0 0 0
"13872" "FBgn0261850" 7350 5361 5107 2482 1119 724 1703
"13873" "FBgn0261853" 0 0 0 0 0 0 0
"13874" "FBgn0261854" 5743 4390 2181 2900 1918 1131 2397
"13875" "FBgn0261856" 1 0 0 0 0 3 2
"13876" "FBgn0261857" 3 2 1 1 1 6 5
"13877" "FBgn0261858" 0 0 0 0 0 0 0
"13878" "FBgn0261859" 3858 2254 781 1253 792 438 1527
"13879" "FBgn0261860" 0 0 0 0 0 0 0
"13880" "FBgn0261861" 0 0 0 0 0 0 0
"13881" "FBgn0261862" 25614 19830 17663 7555 2590 1802 5075
"13882" "FBgn0261871" 0 1 0 0 0 6 0
"13883" "FBgn0261872" 9371 6132 4550 2789 1988 1546 2967
"13884" "FBgn0261873" 632 482 389 466 297 168 873
"13885" "FBgn0261881" 3475 2783 2361 1539 783 645 1030
"13886" "FBgn0261885" 8606 6164 3297 5094 4075 3067 10050
"13887" "FBgn0261924" 0 0 0 0 0 0 0
"13888" "FBgn0261925" 0 0 0 0 0 0 0
"13889" "FBgn0261927" 1 0 2 0 1 0 0
"13890" "FBgn0261928" 0 0 0 0 1 1 0
"13891" "FBgn0261929" 1 0 0 1 0 0 0
"13892" "FBgn0261930" 0 2 0 0 0 0 0
"13893" "FBgn0261931" 3986 2730 1745 1779 1271 1006 1842
"13894" "FBgn0261932" 0 1 0 0 0 0 0
"13895" "FBgn0261933" 4775 4971 3398 3779 2254 1873 2560
"13896" "FBgn0261934" 3524 2204 1218 1539 1166 1091 2501
"13897" "FBgn0261938" 10947 7074 5394 4075 2754 1906 3526
"13898" "FBgn0261952" 0 1 1 0 0 0 0
"13899" "FBgn0261953" 7 6 1 3 5 4 10
"13900" "FBgn0261954" 4202 2350 1062 1566 1363 1241 4618
"13901" "FBgn0261955" 15239 13273 6772 13343 9843 6056 14170
"13902" "FBgn0261963" 0 0 0 0 0 0 0
"13903" "FBgn0261973" 0 0 0 0 0 0 0
"13904" "FBgn0261974" 0 0 0 0 0 0 0
"13905" "FBgn0261975" 19712 16390 12937 9047 4101 3868 8086
"13906" "FBgn0261976" 3783 3584 3221 2167 887 447 693
"13907" "FBgn0261983" 5887 4843 3902 2211 1439 979 2841
"13908" "FBgn0261984" 13664 7140 4475 3944 2571 1579 3916
"13909" "FBgn0261985" 7838 5021 2964 1961 1376 943 3102
"13910" "FBgn0261986" 2258 872 445 595 468 545 924
"13911" "FBgn0261987" 2 4 10 12 10 0 21
"13912" "FBgn0261988" 4823 2513 1179 1507 1049 842 2056
"13913" "FBgn0261989" 606 668 614 1022 1525 1379 1182
"13914" "FBgn0261990" 0 0 0 0 0 0 0
"13915" "FBgn0261991" 0 0 0 0 0 0 0
"13916" "FBgn0261992" 0 0 0 0 0 0 0
"13917" "FBgn0261993" 0 0 0 0 0 0 0
"13918" "FBgn0261994" 0 0 0 0 0 0 1
"13919" "FBgn0261995" 12017 12331 14093 14193 11786 3098 3033
"13920" "FBgn0261996" 3 1 5 4 2 2 2
"13921" "FBgn0261997" 1 2 0 0 0 2 0
"13922" "FBgn0261998" 46 20 46 33 34 19 7
"13923" "FBgn0261999" 41 30 14 36 31 22 26
"13924" "FBgn0262000" 1 6 2 3 3 7 0
"13925" "FBgn0262001" 7 28 38 12 13 25 6
"13926" "FBgn0262002" 7 1 1 1 2 8 7
"13927" "FBgn0262003" 0 0 1 0 0 1 0
"13928" "FBgn0262004" 0 0 1 1 0 0 0
"13929" "FBgn0262005" 6 10 8 3 0 0 0
"13930" "FBgn0262006" 1 0 0 1 0 0 0
"13931" "FBgn0262007" 981 890 895 750 455 110 112
"13932" "FBgn0262008" 1 1 0 1 1 0 0
"13933" "FBgn0262009" 19 11 18 3 19 3 4
"13934" "FBgn0262010" 0 0 0 0 0 0 0
"13935" "FBgn0262017" 0 1 0 0 0 0 0
"13936" "FBgn0262018" 3 7 0 8 0 1 5
"13937" "FBgn0262020" 4 1 1 1 4 0 1
"13938" "FBgn0262021" 0 1 0 8 1 6 0
"13939" "FBgn0262022" 0 0 1 0 0 0 1
"13940" "FBgn0262023" 0 0 0 0 0 4 0
"13941" "FBgn0262024" 0 0 0 0 0 0 0
"13942" "FBgn0262025" 0 0 0 0 0 0 0
"13943" "FBgn0262026" 0 0 0 0 0 0 0
"13944" "FBgn0262027" 0 0 0 0 0 0 0
"13945" "FBgn0262028" 319 200 74 47 37 29 115
"13946" "FBgn0262029" 20 14 15 10 23 19 11
"13947" "FBgn0262030" 0 0 0 0 0 0 0
"13948" "FBgn0262031" 26 25 35 36 25 3 5
"13949" "FBgn0262033" 0 0 0 0 0 0 0
"13950" "FBgn0262035" 4868 4971 5326 6713 7751 3390 1900
"13951" "FBgn0262036" 0 0 0 0 0 0 0
"13952" "FBgn0262057" 741 765 852 918 670 249 353
"13953" "FBgn0262081" 8669 5726 3198 4032 3420 3106 7841
"13954" "FBgn0262095" 1 0 0 0 0 0 0
"13955" "FBgn0262097" 1 0 0 0 0 0 0
"13956" "FBgn0262098" 0 0 0 0 0 0 0
"13957" "FBgn0262099" 0 1 0 0 0 0 0
"13958" "FBgn0262100" 0 0 2 0 0 6 0
"13959" "FBgn0262101" 210 176 146 206 157 21 38
"13960" "FBgn0262102" 6 0 0 1 4 1 0
"13961" "FBgn0262103" 2915 1398 719 657 419 423 1076
"13962" "FBgn0262104" 32 48 18 34 29 25 32
"13963" "FBgn0262105" 0 0 0 0 0 0 0
"13964" "FBgn0262106" 5 1 4 1 4 1 5
"13965" "FBgn0262107" 0 0 0 0 0 0 0
"13966" "FBgn0262108" 1179 912 626 314 195 271 400
"13967" "FBgn0262109" 44034 24181 19967 24229 19227 14541 41318
"13968" "FBgn0262111" 34 28 6 18 9 17 22
"13969" "FBgn0262112" 202 123 76 64 94 91 101
"13970" "FBgn0262114" 11602 8240 6725 4883 3173 2252 7048
"13971" "FBgn0262115" 6574 4734 2226 1418 667 922 1752
"13972" "FBgn0262116" 32724 35689 32839 39423 33633 10741 8012
"13973" "FBgn0262117" 7244 4984 2933 2264 980 1132 2204
"13974" "FBgn0262123" 1423 1121 692 591 259 230 332
"13975" "FBgn0262124" 5680 3901 2314 5795 2849 1592 3588
"13976" "FBgn0262125" 56538 50698 55240 35967 11875 5616 13469
"13977" "FBgn0262126" 19188 16235 14421 10946 5782 4486 7973
"13978" "FBgn0262127" 4907 1639 834 1231 1181 890 3223
"13979" "FBgn0262139" 15 12 6 10 4 10 15
"13980" "FBgn0262140" 4 6 3 4 8 4 1
"13981" "FBgn0262141" 235 171 131 126 57 64 31
"13982" "FBgn0262142" 3 4 5 3 0 0 3
"13983" "FBgn0262143" 0 0 0 0 0 0 0
"13984" "FBgn0262144" 0 0 0 0 0 0 0
"13985" "FBgn0262146" 49 30 29 12 32 37 8
"13986" "FBgn0262148" 575 480 349 179 92 56 152
"13987" "FBgn0262149" 22 28 22 45 25 23 42
"13988" "FBgn0262150" 0 0 0 0 1 0 2
"13989" "FBgn0262160" 1260 609 226 475 422 239 1308
"13990" "FBgn0262163" 33 54 25 12 21 4 35
"13991" "FBgn0262166" 3692 2519 1649 1066 563 462 781
"13992" "FBgn0262167" 887 521 323 465 370 323 1008
"13993" "FBgn0262169" 88 114 125 103 81 37 121
"13994" "FBgn0262170" 0 0 0 0 0 0 0
"13995" "FBgn0262351" 0 1 0 0 0 0 0
"13996" "FBgn0262352" 1 1 0 1 0 0 0
"13997" "FBgn0262353" 92 39 12 13 15 27 20
"13998" "FBgn0262354" 57 54 35 14 1 3 6
"13999" "FBgn0262355" 0 0 1 0 0 0 0
"14000" "FBgn0262356" 0 0 0 0 0 0 0
"14001" "FBgn0262357" 0 0 0 0 0 0 0
"14002" "FBgn0262358" 0 0 1 0 0 0 0
"14003" "FBgn0262359" 0 0 2 0 0 0 0
"14004" "FBgn0262360" 0 0 0 0 0 0 0
"14005" "FBgn0262361" 0 0 0 0 0 0 0
"14006" "FBgn0262362" 0 0 0 0 0 0 0
"14007" "FBgn0262363" 0 0 0 0 0 0 0
"14008" "FBgn0262364" 57 67 29 49 66 116 86
"14009" "FBgn0262365" 0 0 0 1 0 0 0
"14010" "FBgn0262366" 48 37 16 8 2 4 12
"14011" "FBgn0262467" 15948 15782 16654 14147 5928 1480 1928
"14012" "FBgn0262473" 4657 2554 938 1186 831 861 4206
"14013" "FBgn0262475" 36 30 6 7 24 24 63
"14014" "FBgn0262476" 3 0 0 2 5 0 0
"14015" "FBgn0262477" 1 1 1 1 0 0 4
"14016" "FBgn0262478" 0 0 0 0 1 0 0
"14017" "FBgn0262479" 3 1 0 0 1 5 0
"14018" "FBgn0262480" 0 0 0 0 0 0 0
"14019" "FBgn0262481" 10 12 8 15 15 4 1
"14020" "FBgn0262482" 0 0 0 0 0 0 0
"14021" "FBgn0262483" 37 25 8 10 7 21 29
"14022" "FBgn0262484" 1 6 3 2 11 0 14
"14023" "FBgn0262485" 1 0 1 0 1 4 0
"14024" "FBgn0262486" 0 0 0 0 0 0 0
"14025" "FBgn0262487" 1 1 0 0 1 1 0
"14026" "FBgn0262508" 26 3 10 10 9 7 17
"14027" "FBgn0262509" 41 37 27 37 34 18 10
"14028" "FBgn0262510" 787 641 827 790 520 271 122
"14029" "FBgn0262511" 11613 10883 8891 10954 5852 2374 3949
"14030" "FBgn0262512" 12382 12414 10908 10950 6985 2736 3178
"14031" "FBgn0262513" 3 1 0 0 0 0 0
"14032" "FBgn0262514" 7 6 1 8 2 2 2
"14033" "FBgn0262515" 41495 34743 43006 46162 36771 17541 18060
"14034" "FBgn0262516" 279 217 164 115 71 69 100
"14035" "FBgn0262517" 7871 7188 5740 3940 1554 1097 3571
"14036" "FBgn0262518" 11180 9132 5553 4926 2704 2240 3818
"14037" "FBgn0262519" 15014 12433 11307 9132 4589 3364 11858
"14038" "FBgn0262524" 9846 8861 5873 2948 805 623 795
"14039" "FBgn0262527" 11279 5814 3372 3174 2613 2333 6492
"14040" "FBgn0262528" 0 0 0 0 0 0 0
"14041" "FBgn0262529" 0 0 0 0 0 0 0
"14042" "FBgn0262530" 0 0 0 0 0 0 0
"14043" "FBgn0262531" 45 48 44 57 62 20 16
"14044" "FBgn0262532" 43 17 17 24 21 42 27
"14045" "FBgn0262533" 7 1 2 1 1 0 0
"14046" "FBgn0262534" 4934 4812 4396 5453 2694 733 669
"14047" "FBgn0262535" 1 1 0 1 2 0 2
"14048" "FBgn0262536" 0 0 0 0 0 0 0
"14049" "FBgn0262537" 7 2 6 9 5 19 13
"14050" "FBgn0262538" 5 6 2 5 6 39 11
"14051" "FBgn0262539" 12 7 15 18 14 59 49
"14052" "FBgn0262540" 1 1 2 0 0 0 0
"14053" "FBgn0262541" 1 0 4 0 2 0 11
"14054" "FBgn0262542" 0 0 0 0 0 0 0
"14055" "FBgn0262543" 0 0 0 0 0 0 0
"14056" "FBgn0262544" 0 0 0 0 0 0 0
"14057" "FBgn0262546" 2 3 2 3 2 0 1
"14058" "FBgn0262547" 0 0 0 0 0 0 0
"14059" "FBgn0262559" 37714 36910 41612 44508 24846 5944 7730
"14060" "FBgn0262560" 21743 13350 7819 2629 1307 1192 1683
"14061" "FBgn0262562" 1 3 1 2 6 5 10
"14062" "FBgn0262563" 50 41 46 73 106 92 110
"14063" "FBgn0262564" 0 0 0 0 0 0 0
"14064" "FBgn0262565" 49 33 32 17 18 9 2
"14065" "FBgn0262566" 0 0 0 0 0 0 0
"14066" "FBgn0262567" 3 9 0 2 0 0 3
"14067" "FBgn0262568" 0 1 0 0 0 0 0
"14068" "FBgn0262569" 19 14 18 24 44 44 21
"14069" "FBgn0262570" 130 80 80 67 40 25 36
"14070" "FBgn0262571" 0 0 0 0 0 0 0
"14071" "FBgn0262572" 0 0 1 0 0 0 0
"14072" "FBgn0262574" 1 0 0 0 0 0 0
"14073" "FBgn0262575" 0 0 0 0 0 0 0
"14074" "FBgn0262576" 135 54 24 12 13 10 20
"14075" "FBgn0262577" 886 848 444 388 244 192 144
"14076" "FBgn0262579" 16967 6995 3791 6185 4617 2462 7040
"14077" "FBgn0262580" 0 4 0 0 0 0 0
"14078" "FBgn0262581" 0 0 0 0 0 0 0
"14079" "FBgn0262582" 3446 2057 982 2187 1657 1101 3921
"14080" "FBgn0262583" 34 4 3 0 0 0 0
"14081" "FBgn0262587" 5315 5353 5218 5518 3713 1220 1490
"14082" "FBgn0262588" 2718 2520 2529 2917 1878 731 659
"14083" "FBgn0262592" 0 0 0 0 0 1 0
"14084" "FBgn0262593" 26 11 13 8 8 4 23
"14085" "FBgn0262594" 0 0 0 0 0 0 0
"14086" "FBgn0262595" 1 2 2 0 4 1 0
"14087" "FBgn0262598" 709 386 180 87 117 88 180
"14088" "FBgn0262599" 10 4 8 7 3 15 27
"14089" "FBgn0262601" 5774 5784 4661 4762 2858 2212 3909
"14090" "FBgn0262604" 35 14 19 9 8 2 8
"14091" "FBgn0262605" 0 0 0 0 0 1 0
"14092" "FBgn0262606" 57 22 27 40 23 12 14
"14093" "FBgn0262607" 0 0 0 0 0 0 0
"14094" "FBgn0262608" 3 0 1 1 0 0 2
"14095" "FBgn0262609" 0 1 5 2 0 2 0
"14096" "FBgn0262610" 11 0 0 1 0 8 0
"14097" "FBgn0262611" 1 1 0 0 0 6 0
"14098" "FBgn0262612" 0 0 0 0 0 0 0
"14099" "FBgn0262613" 0 0 0 0 0 0 0
"14100" "FBgn0262614" 3812 2835 1943 2166 1724 1282 2871
"14101" "FBgn0262616" 0 0 0 0 0 0 0
"14102" "FBgn0262617" 1396 1093 603 701 489 323 1544
"14103" "FBgn0262619" 8738 7115 6870 3579 1302 947 2671
"14104" "FBgn0262620" 10425 7500 4079 3283 2648 3021 2321
"14105" "FBgn0262621" 1 0 0 0 1 0 0
"14106" "FBgn0262622" 0 0 0 0 0 0 0
"14107" "FBgn0262623" 0 0 0 0 0 0 0
"14108" "FBgn0262624" 5 1 1 2 8 7 0
"14109" "FBgn0262631" 302 180 73 67 19 24 44
"14110" "FBgn0262636" 123 91 27 34 36 21 25
"14111" "FBgn0262647" 13125 11490 12641 8008 2875 1816 4751
"14112" "FBgn0262656" 1793 255 121 470 421 214 675
"14113" "FBgn0262679" 26 15 8 12 9 10 12
"14114" "FBgn0262680" 1 0 0 0 0 1 0
"14115" "FBgn0262681" 1 1 1 1 1 2 14
"14116" "FBgn0262682" 0 0 0 0 0 0 0
"14117" "FBgn0262683" 109 124 114 168 157 61 56
"14118" "FBgn0262685" 9 8 2 3 2 6 11
"14119" "FBgn0262686" 1 0 0 0 0 0 0
"14120" "FBgn0262687" 1 3 0 0 0 3 1
"14121" "FBgn0262688" 3 0 3 2 5 2 0
"14122" "FBgn0262689" 13 9 11 16 12 14 14
"14123" "FBgn0262690" 0 0 0 1 0 0 0
"14124" "FBgn0262699" 1752 824 292 444 281 370 1045
"14125" "FBgn0262714" 3526 1890 1075 747 587 735 1886
"14126" "FBgn0262716" 41167 37821 32049 32390 17100 8816 12898
"14127" "FBgn0262717" 5 1 0 0 0 0 0
"14128" "FBgn0262719" 20 4 7 3 5 3 10
"14129" "FBgn0262721" 41 10 13 10 19 17 0
"14130" "FBgn0262722" 2 2 4 3 0 0 0
"14131" "FBgn0262728" 8 4 2 7 1 1 4
"14132" "FBgn0262730" 3584 1826 1022 840 702 722 1690
"14133" "FBgn0262731" 1351 896 364 171 140 244 471
"14134" "FBgn0262732" 43096 40741 28236 30709 14823 7237 8293
"14135" "FBgn0262733" 472 248 82 173 137 140 494
"14136" "FBgn0262734" 9003 5553 1567 7453 4801 2719 3504
"14137" "FBgn0262735" 4161 2179 1223 1935 1015 1019 2004
"14138" "FBgn0262736" 72258 62275 35412 71998 49524 23653 47848
"14139" "FBgn0262737" 2281 1312 443 1057 815 699 1697
"14140" "FBgn0262738" 2224 1588 881 1311 923 780 1871
"14141" "FBgn0262739" 4703 1770 526 1407 1279 1032 2343
"14142" "FBgn0262740" 1486 728 393 608 541 405 954
"14143" "FBgn0262741" 0 0 0 0 5 0 0
"14144" "FBgn0262742" 4938 4286 2944 5121 3431 1665 4270
"14145" "FBgn0262743" 14621 10015 6898 7199 4896 3968 6677
"14146" "FBgn0262782" 17829 16721 17413 15584 9608 4069 8546
"14147" "FBgn0262786" 0 0 0 0 0 0 0
"14148" "FBgn0262787" 2 0 0 0 0 0 0
"14149" "FBgn0262788" 2 3 0 0 0 0 14
"14150" "FBgn0262789" 0 0 0 0 0 0 0
"14151" "FBgn0262790" 0 0 0 0 0 0 0
"14152" "FBgn0262791" 0 0 0 0 0 0 0
"14153" "FBgn0262794" 17216 16476 15069 19582 28607 22901 15999
"14154" "FBgn0262795" 0 0 0 0 0 0 0
"14155" "FBgn0262801" 10359 10687 10876 12801 10954 2237 2783
"14156" "FBgn0262806" 0 0 0 0 0 0 0
"14157" "FBgn0262807" 0 0 0 0 0 0 0
"14158" "FBgn0262808" 71 20 25 15 6 23 34
"14159" "FBgn0262810" 0 0 0 0 0 0 0
"14160" "FBgn0262811" 0 0 0 1 0 0 0
"14161" "FBgn0262812" 1 0 0 0 0 0 0
"14162" "FBgn0262813" 0 0 0 0 0 0 0
"14163" "FBgn0262814" 0 0 0 0 0 0 0
"14164" "FBgn0262815" 44 28 36 26 25 7 12
"14165" "FBgn0262816" 0 0 0 2 0 0 1
"14166" "FBgn0262817" 299 76 37 112 135 191 479
"14167" "FBgn0262818" 68 9 11 31 40 27 296
"14168" "FBgn0262819" 0 0 0 0 0 0 0
"14169" "FBgn0262820" 57 40 32 43 23 25 56
"14170" "FBgn0262821" 0 0 0 0 1 0 8
"14171" "FBgn0262822" 0 0 0 0 0 0 0
"14172" "FBgn0262823" 0 0 0 0 0 0 0
"14173" "FBgn0262824" 0 0 0 0 0 0 0
"14174" "FBgn0262825" 72 49 30 26 13 13 5
"14175" "FBgn0262827" 0 0 0 0 0 0 0
"14176" "FBgn0262828" 0 0 0 0 0 0 0
"14177" "FBgn0262836" 0 0 0 0 0 0 0
"14178" "FBgn0262837" 0 0 0 0 0 0 0
"14179" "FBgn0262838" 0 0 0 0 0 0 0
"14180" "FBgn0262839" 0 0 0 0 0 0 0
"14181" "FBgn0262840" 22 12 10 2 1 4 6
"14182" "FBgn0262842" 0 0 0 0 0 3 0
"14183" "FBgn0262843" 0 0 0 0 0 0 0
"14184" "FBgn0262844" 0 0 0 0 0 0 0
"14185" "FBgn0262845" 0 0 0 0 0 0 0
"14186" "FBgn0262846" 0 0 0 0 0 0 0
"14187" "FBgn0262847" 1 0 1 1 0 0 0
"14188" "FBgn0262848" 208 105 40 41 35 79 99
"14189" "FBgn0262849" 0 0 0 0 0 0 0
"14190" "FBgn0262850" 0 0 0 0 0 0 0
"14191" "FBgn0262851" 0 0 0 0 0 0 0
"14192" "FBgn0262852" 0 0 0 0 0 0 0
"14193" "FBgn0262853" 0 0 1 0 0 0 0
"14194" "FBgn0262854" 7 2 7 2 2 23 14
"14195" "FBgn0262855" 1 1 0 1 4 0 0
"14196" "FBgn0262856" 0 0 0 0 0 0 0
"14197" "FBgn0262857" 0 0 0 0 0 0 0
"14198" "FBgn0262858" 0 3 2 3 0 0 4
"14199" "FBgn0262866" 3925 1994 1128 794 571 508 1167
"14200" "FBgn0262867" 2 4 6 6 1 8 4
"14201" "FBgn0262869" 0 0 1 0 2 0 0
"14202" "FBgn0262870" 254 264 204 178 98 12 117
"14203" "FBgn0262871" 3604 2503 1338 1102 662 534 1703
"14204" "FBgn0262872" 11038 4014 2105 2470 2140 2257 4875
"14205" "FBgn0262873" 0 0 0 0 0 0 4
"14206" "FBgn0262874" 0 0 0 0 0 0 0
"14207" "FBgn0262875" 0 0 0 0 0 0 0
"14208" "FBgn0262876" 0 1 0 0 0 1 0
"14209" "FBgn0262877" 0 5 0 2 0 18 4
"14210" "FBgn0262878" 0 0 0 0 0 0 0
"14211" "FBgn0262879" 0 0 0 0 0 0 1
"14212" "FBgn0262880" 2 1 0 2 1 0 0
"14213" "FBgn0262881" 73 44 28 26 14 4 4
"14214" "FBgn0262882" 0 0 0 0 0 0 0
"14215" "FBgn0262883" 22 18 10 13 17 5 7
"14216" "FBgn0262885" 1 2 1 2 0 0 3
"14217" "FBgn0262886" 2313 1829 1008 502 291 494 477
"14218" "FBgn0262887" 2380 1179 657 383 330 485 944
"14219" "FBgn0262888" 1 0 1 0 0 0 9
"14220" "FBgn0262889" 1 1 1 1 0 0 0
"14221" "FBgn0262890" 119 99 38 66 27 46 77
"14222" "FBgn0262891" 0 0 0 0 0 0 0
"14223" "FBgn0262892" 0 0 0 0 0 0 0
"14224" "FBgn0262893" 29 40 9 9 5 14 40
"14225" "FBgn0262894" 0 0 0 0 0 0 0
"14226" "FBgn0262895" 0 0 0 0 0 1 0
"14227" "FBgn0262896" 0 0 0 0 0 0 0
"14228" "FBgn0262897" 0 0 0 0 0 0 0
"14229" "FBgn0262898" 0 0 0 0 0 0 0
"14230" "FBgn0262899" 0 0 0 0 0 0 0
"14231" "FBgn0262900" 26 12 6 18 7 7 17
"14232" "FBgn0262901" 202 112 70 38 43 44 54
"14233" "FBgn0262902" 413 241 212 149 81 67 47
"14234" "FBgn0262903" 0 0 0 0 0 0 0
"14235" "FBgn0262904" 0 0 0 0 0 0 0
"14236" "FBgn0262905" 0 2 0 1 0 0 4
"14237" "FBgn0262937" 12365 7509 4805 2475 1734 1592 2972
"14238" "FBgn0262943" 0 0 0 0 0 0 0
"14239" "FBgn0262944" 0 0 0 0 0 0 0
"14240" "FBgn0262945" 3616 2676 1747 1265 1458 1592 1160
"14241" "FBgn0262948" 9 5 0 3 0 0 0
"14242" "FBgn0262951" 0 0 0 0 0 0 0
"14243" "FBgn0262952" 94171 90201 59408 49882 26034 20599 19837
"14244" "FBgn0262954" 3577 3119 1862 3012 2099 1583 1676
"14245" "FBgn0262955" 30052 21775 18121 8527 3987 2938 7577
"14246" "FBgn0262960" 0 0 0 0 0 0 0
"14247" "FBgn0262961" 0 0 0 0 0 0 0
"14248" "FBgn0262962" 220 164 74 122 61 80 138
"14249" "FBgn0262963" 0 0 0 0 0 0 0
"14250" "FBgn0262964" 107 87 48 57 43 35 20
"14251" "FBgn0262965" 30 15 9 9 6 21 4
"14252" "FBgn0262966" 0 0 0 0 1 0 0
"14253" "FBgn0262967" 20 16 2 2 12 7 8
"14254" "FBgn0262968" 0 1 0 1 0 0 0
"14255" "FBgn0262969" 0 0 0 0 0 0 0
"14256" "FBgn0262970" 510 500 367 309 171 118 207
"14257" "FBgn0262971" 1 1 0 0 4 1 0
"14258" "FBgn0262972" 2 0 1 0 0 0 0
"14259" "FBgn0262974" 0 0 1 0 0 0 0
"14260" "FBgn0262975" 2740 1351 630 1037 689 741 1857
"14261" "FBgn0262976" 1803 689 521 471 414 368 472
"14262" "FBgn0262979" 6 2 0 1 1 5 0
"14263" "FBgn0262980" 0 0 0 0 0 0 0
"14264" "FBgn0262981" 1 2 0 0 0 1 0
"14265" "FBgn0262982" 6 4 0 3 4 0 4
"14266" "FBgn0262983" 19 17 5 17 1 0 23
"14267" "FBgn0262984" 0 0 0 0 0 0 0
"14268" "FBgn0262985" 9 20 13 17 30 20 35
"14269" "FBgn0262986" 0 0 0 0 0 0 0
"14270" "FBgn0262987" 926 780 528 494 210 231 201
"14271" "FBgn0262988" 0 0 0 0 0 0 0
"14272" "FBgn0262989" 0 1 0 0 0 0 0
"14273" "FBgn0262990" 0 0 0 0 0 0 0
"14274" "FBgn0262991" 37 21 6 5 5 7 4
"14275" "FBgn0262992" 0 0 0 0 0 0 0
"14276" "FBgn0262993" 388 251 197 226 103 101 124
"14277" "FBgn0262994" 0 0 0 0 0 2 0
"14278" "FBgn0262995" 0 0 0 0 0 0 0
"14279" "FBgn0262996" 0 0 0 0 0 0 0
"14280" "FBgn0262998" 0 0 0 0 0 0 0
"14281" "FBgn0262999" 0 0 0 0 0 0 0
"14282" "FBgn0263000" 0 0 0 0 0 0 0
"14283" "FBgn0263001" 3 2 18 1 10 0 0
"14284" "FBgn0263002" 0 0 0 0 0 0 0
"14285" "FBgn0263004" 0 0 0 0 0 0 0
"14286" "FBgn0263005" 1827 921 383 344 246 184 648
"14287" "FBgn0263006" 52378 51446 52944 63818 40615 17568 21956
"14288" "FBgn0263018" 1 0 1 0 8 1 8
"14289" "FBgn0263019" 9 5 1 1 7 0 10
"14290" "FBgn0263020" 0 1 1 0 0 0 0
"14291" "FBgn0263021" 0 1 0 1 0 0 0
"14292" "FBgn0263022" 4 6 4 2 4 1 12
"14293" "FBgn0263023" 3 1 2 4 3 0 0
"14294" "FBgn0263024" 2 1 1 0 0 0 5
"14295" "FBgn0263025" 3274 2033 1406 775 396 360 561
"14296" "FBgn0263026" 0 0 0 0 0 0 0
"14297" "FBgn0263027" 305 71 40 59 38 43 103
"14298" "FBgn0263029" 15 18 2 6 1 1 9
"14299" "FBgn0263030" 2 1 0 1 1 0 4
"14300" "FBgn0263031" 0 0 0 0 0 0 0
"14301" "FBgn0263032" 0 0 0 0 0 0 0
"14302" "FBgn0263033" 0 0 0 0 0 0 0
"14303" "FBgn0263034" 0 0 0 0 0 0 0
"14304" "FBgn0263035" 0 0 0 0 0 0 0
"14305" "FBgn0263036" 0 0 0 0 0 0 0
"14306" "FBgn0263037" 0 0 0 0 0 0 0
"14307" "FBgn0263038" 5 0 3 0 1 0 4
"14308" "FBgn0263039" 4850 3581 2358 3168 2891 2009 1935
"14309" "FBgn0263040" 0 0 0 1 1 0 0
"14310" "FBgn0263041" 0 0 0 0 0 0 8
"14311" "FBgn0263042" 24 37 11 19 8 14 60
