"flybase_gene_ID" "t0" "t1" "t2" "t4" "t8" "t16" "t24"
"1771" "FBgn0016041" 21470 20560 12727 19977 10319 3781 5248
"1772" "FBgn0016047" 1 0 2 2 0 7 21
"1773" "FBgn0016053" 8 5 8 5 5 13 0
"1774" "FBgn0016054" 6251 4797 4069 1658 720 441 1250
"1775" "FBgn0016059" 7813 5296 2728 2320 1340 1312 3453
"1776" "FBgn0016061" 0 1 0 0 0 0 4
"1777" "FBgn0016070" 2034 691 345 436 462 530 1013
"1778" "FBgn0016075" 61055 59828 70342 93056 83170 36312 81100
"1779" "FBgn0016076" 2284 711 617 910 926 1166 1498
"1780" "FBgn0016078" 2854 2366 2301 2121 1584 733 1352
"1781" "FBgn0016080" 972 624 349 265 231 248 474
"1782" "FBgn0016081" 5471 4595 3853 2846 1724 1050 5225
"1783" "FBgn0016119" 13444 14056 12790 16866 22344 9652 10136
"1784" "FBgn0016120" 19141 19236 20806 27803 35719 17565 13685
"1785" "FBgn0016122" 726 822 1043 1069 717 222 276
"1786" "FBgn0016123" 322 247 217 173 185 216 542
"1787" "FBgn0016126" 7534 5818 4220 3107 1415 1140 1913
"1788" "FBgn0016131" 8939 6261 3767 2104 1277 1177 2153
"1789" "FBgn0016641" 5686 3341 1917 1330 848 873 1870
"1790" "FBgn0016650" 2 9 1 3 6 0 0
"1791" "FBgn0016660" 0 0 0 0 0 0 0
"1792" "FBgn0016672" 4656 3175 2330 1467 830 812 1278
"1793" "FBgn0016675" 14 10 7 10 10 15 16
"1794" "FBgn0016684" 384 268 240 243 100 37 90
"1795" "FBgn0016685" 58202 60629 62887 86627 78730 31397 36007
"1796" "FBgn0016687" 31517 34169 37312 44169 44622 18384 12607
"1797" "FBgn0016691" 24233 26350 28522 35561 43929 21060 12236
"1798" "FBgn0016693" 42233 39859 37350 32984 14083 6382 13472
"1799" "FBgn0016694" 1317 462 199 426 355 591 1219
"1800" "FBgn0016696" 5909 2467 1623 1739 1685 1477 3383
"1801" "FBgn0016697" 27156 30047 27741 31976 26836 8699 7919
"1802" "FBgn0016698" 6251 5551 5081 3095 1142 765 1513
"1803" "FBgn0016700" 9746 9540 8345 9529 5369 2410 4289
"1804" "FBgn0016701" 14287 13462 12932 12707 5431 2142 2843
"1805" "FBgn0016715" 459 397 440 402 355 317 573
"1806" "FBgn0016726" 17326 18405 19085 30375 57462 72071 75381
"1807" "FBgn0016754" 1812 988 577 710 472 348 850
"1808" "FBgn0016756" 7310 6306 5315 4489 2164 2002 4368
"1809" "FBgn0016762" 4128 3521 3874 2591 1091 321 620
"1810" "FBgn0016794" 16637 9215 6391 5277 4777 3908 6373
"1811" "FBgn0016797" 75 43 4 24 11 28 30
"1812" "FBgn0016917" 36744 27285 16605 11072 5670 5900 16426
"1813" "FBgn0016919" 79 63 42 33 41 34 23
"1814" "FBgn0016920" 7 5 7 7 5 1 3
"1815" "FBgn0016926" 10892 4669 1846 2105 1506 1497 3645
"1816" "FBgn0016930" 5037 2360 915 1851 1160 701 2583
"1817" "FBgn0016970" 1446 1301 1078 714 340 248 462
"1818" "FBgn0016974" 75 22 31 28 20 22 31
"1819" "FBgn0016975" 0 0 0 0 0 0 0
"1820" "FBgn0016976" 0 0 0 0 0 0 0
"1821" "FBgn0016977" 4497 2072 1009 1778 1404 1033 2485
"1822" "FBgn0016978" 10535 8981 6951 4371 1604 1622 2981
"1823" "FBgn0016983" 23185 21666 23085 17394 5945 3450 7878
"1824" "FBgn0016984" 10007 5891 3902 2461 1995 1803 5214
"1825" "FBgn0017414" 3077 2940 2660 1993 992 539 458
"1826" "FBgn0017418" 2619 1575 350 958 763 678 1834
"1827" "FBgn0017424" 0 0 0 0 0 0 0
"1828" "FBgn0017429" 8016 6862 7301 5473 2385 1136 1629
"1829" "FBgn0017430" 4931 4346 3140 1983 1061 884 957
"1830" "FBgn0017448" 37 25 24 17 16 21 1
"1831" "FBgn0017456" 798 428 433 379 242 173 98
"1832" "FBgn0017457" 13377 10752 7684 3350 1497 1245 2591
"1833" "FBgn0017482" 3372 3029 2930 2163 679 189 559
"1834" "FBgn0017545" 507400 557866 549755 799383 1154616 963731 669570
"1835" "FBgn0017550" 6436 5273 3763 1953 1173 1129 3078
"1836" "FBgn0017551" 5618 2301 994 604 496 371 917
"1837" "FBgn0017556" 1 0 1 0 0 1 0
"1838" "FBgn0017558" 3442 1495 504 650 516 497 1606
"1839" "FBgn0017561" 9 11 5 4 3 1 2
"1840" "FBgn0017566" 20837 20535 21793 25550 13030 3340 7133
"1841" "FBgn0017567" 26264 26343 28545 28557 20315 5493 4322
"1842" "FBgn0017572" 14417 12454 5928 9157 3636 2426 5261
"1843" "FBgn0017577" 13503 8879 4643 2263 2017 1488 4458
"1844" "FBgn0017578" 1470 1186 539 585 441 660 1052
"1845" "FBgn0017579" 51975 53438 57338 91953 163869 163193 190622
"1846" "FBgn0017581" 20012 16428 8756 17711 12949 9148 29633
"1847" "FBgn0017590" 1 2 0 0 0 0 0
"1848" "FBgn0019624" 12906 13644 12821 18081 23695 12367 10271
"1849" "FBgn0019637" 0 0 0 0 0 0 0
"1850" "FBgn0019643" 237 117 100 54 49 61 92
"1851" "FBgn0019644" 28579 31036 34416 45609 53660 25362 10839
"1852" "FBgn0019650" 301 232 195 176 145 151 102
"1853" "FBgn0019660" 1884 996 712 742 433 507 936
"1854" "FBgn0019661" 3821 1635 1239 1442 1910 2440 5258
"1855" "FBgn0019662" 5875 4528 2336 2591 1430 1150 2831
"1856" "FBgn0019686" 8044 4761 3041 1611 1163 1006 2431
"1857" "FBgn0019809" 0 1 0 4 1 0 0
"1858" "FBgn0019828" 0 0 1 0 0 0 0
"1859" "FBgn0019830" 14720 13107 13526 11189 4746 1283 2870
"1860" "FBgn0019886" 7681 4888 2709 2252 1874 2151 6248
"1861" "FBgn0019890" 12397 7031 4689 4047 2640 2209 4473
"1862" "FBgn0019925" 32222 33226 30536 33186 17624 8062 7742
"1863" "FBgn0019928" 1 0 0 0 0 1 2
"1864" "FBgn0019929" 2 1 7 9 12 19 2
"1865" "FBgn0019932" 6557 6031 5381 4929 1665 924 1857
"1866" "FBgn0019936" 70204 77691 79936 107949 184605 177231 167495
"1867" "FBgn0019938" 20343 18182 16185 8014 2778 2099 4632
"1868" "FBgn0019940" 3 1 0 1 5 0 0
"1869" "FBgn0019947" 38283 37313 45110 51156 31080 7160 8062
"1870" "FBgn0019949" 4573 2874 1799 930 729 763 1193
"1871" "FBgn0019952" 17599 13541 14364 5855 1757 1410 9667
"1872" "FBgn0019957" 20467 20997 24803 28274 22753 6371 5020
"1873" "FBgn0019960" 11376 10750 10231 11695 5893 2026 4200
"1874" "FBgn0019968" 6321 4492 3123 2322 1341 1155 2961
"1875" "FBgn0019972" 23145 12841 8486 4985 3294 3383 6079
"1876" "FBgn0019982" 6324 5165 4836 4125 2306 1139 2040
"1877" "FBgn0019985" 841 465 339 405 251 390 537
"1878" "FBgn0019990" 10081 7485 5239 3115 1947 1471 3478
"1879" "FBgn0020018" 3514 2884 2717 1431 498 382 833
"1880" "FBgn0020224" 12835 7277 3928 3459 2196 1629 2828
"1881" "FBgn0020235" 86319 91091 98844 116592 124730 48316 35810
"1882" "FBgn0020236" 50909 44607 51069 33057 10193 6111 21622
"1883" "FBgn0020238" 63554 61560 27453 68645 52221 37950 77864
"1884" "FBgn0020248" 169 101 94 82 61 94 105
"1885" "FBgn0020249" 21823 17670 14275 8866 5314 4103 4986
"1886" "FBgn0020251" 1302 841 558 436 314 307 810
"1887" "FBgn0020255" 103562 104803 74751 112187 69887 23497 27981
"1888" "FBgn0020257" 4335 434 129 602 483 681 2117
"1889" "FBgn0020258" 4 0 3 2 13 18 5
"1890" "FBgn0020261" 3288 1978 1679 1097 841 649 1701
"1891" "FBgn0020269" 48 72 13 90 26 14 5
"1892" "FBgn0020270" 31265 30023 34011 26478 8296 2837 4122
"1893" "FBgn0020272" 12554 8253 6174 2783 1592 1060 2126
"1894" "FBgn0020277" 120 103 90 77 52 55 36
"1895" "FBgn0020278" 26160 8096 5110 4590 3976 3263 5363
"1896" "FBgn0020279" 13879 11061 7966 11482 10579 6272 21847
"1897" "FBgn0020280" 0 0 0 0 0 2 0
"1898" "FBgn0020294" 19 9 10 14 4 36 3
"1899" "FBgn0020299" 2 2 0 0 0 0 12
"1900" "FBgn0020300" 20 21 9 5 5 7 1
"1901" "FBgn0020304" 7635 5254 3632 3119 2554 2049 6193
"1902" "FBgn0020305" 13794 8668 4593 2367 1524 1780 3169
"1903" "FBgn0020306" 14837 8765 4684 6001 5337 4254 9550
"1904" "FBgn0020307" 110 66 37 41 55 22 120
"1905" "FBgn0020309" 12721 7373 2904 5286 4553 3437 9183
"1906" "FBgn0020312" 8143 4854 2711 1339 1016 953 3550
"1907" "FBgn0020369" 54221 51146 49304 46857 22048 6954 14208
"1908" "FBgn0020370" 10238 8521 8375 5071 2748 2114 6656
"1909" "FBgn0020371" 0 0 0 0 0 0 0
"1910" "FBgn0020372" 377 223 164 196 112 66 192
"1911" "FBgn0020376" 70 84 120 119 134 38 57
"1912" "FBgn0020377" 0 0 0 0 0 0 0
"1913" "FBgn0020378" 0 0 0 0 0 0 0
"1914" "FBgn0020379" 358 229 159 143 122 68 249
"1915" "FBgn0020381" 1268 802 629 447 314 278 679
"1916" "FBgn0020385" 914 730 683 440 248 138 371
"1917" "FBgn0020386" 5452 2048 881 1394 1180 923 3122
"1918" "FBgn0020388" 25759 16163 10267 4644 2670 2487 4060
"1919" "FBgn0020389" 8622 6379 5213 2627 1388 899 1837
"1920" "FBgn0020391" 951 471 325 339 293 179 335
"1921" "FBgn0020392" 22481 17531 12939 5215 2309 2053 3603
"1922" "FBgn0020399" 15 6 10 4 13 11 1
"1923" "FBgn0020407" 5507 4257 3410 1476 655 456 1127
"1924" "FBgn0020412" 3340 1836 939 1075 829 802 2130
"1925" "FBgn0020414" 127626 125344 160888 192350 181374 66000 51685
"1926" "FBgn0020415" 149115 163515 205680 284831 389233 352959 287932
"1927" "FBgn0020416" 119798 122270 139747 148490 101880 39489 34304
"1928" "FBgn0020429" 0 1 0 4 8 1 0
"1929" "FBgn0020440" 3645 2838 1925 1392 848 643 1880
"1930" "FBgn0020443" 40560 35722 22931 24423 11467 8206 13087
"1931" "FBgn0020445" 59 40 23 39 31 19 33
"1932" "FBgn0020493" 2492 723 338 519 579 431 2033
"1933" "FBgn0020496" 16905 12945 5947 8337 4656 3141 6460
"1934" "FBgn0020497" 23598 21760 11214 15182 6099 3194 10759
"1935" "FBgn0020503" 2681 2014 1056 1721 1051 1017 2239
"1936" "FBgn0020506" 6 3 2 13 8 16 15
"1937" "FBgn0020508" 1 0 0 0 0 0 0
"1938" "FBgn0020509" 0 0 0 0 0 0 0
"1939" "FBgn0020510" 15114 12293 7579 5130 2814 2498 4404
"1940" "FBgn0020513" 56368 46045 40618 29207 10971 7021 18171
"1941" "FBgn0020518" 2 1 0 4 2 0 4
"1942" "FBgn0020521" 34 42 28 14 12 16 4
"1943" "FBgn0020545" 31988 27799 29432 23735 13031 4466 6325
"1944" "FBgn0020546" 0 0 0 0 0 0 0
"1945" "FBgn0020556" 0 0 0 0 0 0 0
"1946" "FBgn0020616" 8532 7105 5144 2735 1377 902 3354
"1947" "FBgn0020617" 0 0 0 0 0 0 0
"1948" "FBgn0020618" 222709 215824 288709 356383 515308 396680 423058
"1949" "FBgn0020620" 17781 12468 6118 5231 3302 3156 6672
"1950" "FBgn0020621" 5344 3163 1750 1369 1052 743 2815
"1951" "FBgn0020622" 6142 3187 1078 1735 1246 1241 1874
"1952" "FBgn0020626" 5818 4391 3720 2331 1325 939 2294
"1953" "FBgn0020633" 2598 2114 1905 911 548 813 1141
"1954" "FBgn0020637" 0 1 0 0 0 0 6
"1955" "FBgn0020638" 0 0 0 0 0 12 0
"1956" "FBgn0020639" 0 0 0 0 0 0 0
"1957" "FBgn0020640" 0 0 0 0 0 0 0
"1958" "FBgn0020641" 0 0 0 0 0 0 0
"1959" "FBgn0020642" 0 0 0 0 0 0 0
"1960" "FBgn0020643" 0 0 0 0 0 0 0
"1961" "FBgn0020644" 0 0 0 0 0 0 0
"1962" "FBgn0020645" 0 0 0 0 0 0 0
"1963" "FBgn0020646" 0 0 0 0 0 0 0
"1964" "FBgn0020647" 10974 5087 3227 2957 2655 2144 4988
"1965" "FBgn0020653" 79007 69337 74176 57689 21933 7649 14220
"1966" "FBgn0020655" 11739 9625 9321 5906 2550 1822 2973
"1967" "FBgn0020660" 2833 2833 1433 2209 943 759 761
"1968" "FBgn0020762" 9354 6079 3819 2022 1014 945 2623
"1969" "FBgn0020764" 5389 2374 2209 1998 1884 1361 1976
"1970" "FBgn0020765" 0 0 0 0 0 0 0
"1971" "FBgn0020767" 7355 5241 3285 2012 1111 908 2370
"1972" "FBgn0020880" 3 3 0 4 8 6 0
"1973" "FBgn0020887" 6078 4647 2813 2260 1457 1009 3293
"1974" "FBgn0020906" 0 1 1 1 2 2 1
"1975" "FBgn0020907" 1 0 0 3 0 0 0
"1976" "FBgn0020908" 17 12 5 4 8 27 12
"1977" "FBgn0020909" 23747 20473 17125 6554 2391 1667 2492
"1978" "FBgn0020910" 200202 160960 189007 241291 353600 256952 314074
"1979" "FBgn0020912" 0 0 0 1 2 0 0
"1980" "FBgn0020930" 6847 5170 4951 2671 1093 850 1711
"1981" "FBgn0021738" 8 3 3 3 2 4 4
"1982" "FBgn0021742" 0 0 0 0 0 0 0
"1983" "FBgn0021750" 8069 6237 4912 1963 626 478 976
"1984" "FBgn0021760" 10067 5617 3152 2559 2043 2297 5442
"1985" "FBgn0021761" 16054 13070 10874 5347 2711 2072 5641
"1986" "FBgn0021764" 362 351 228 315 218 116 391
"1987" "FBgn0021765" 18329 17869 17066 16425 9084 2830 5374
"1988" "FBgn0021767" 47 32 23 23 28 27 14
"1989" "FBgn0021768" 16006 16393 13874 14181 7312 3749 4605
"1990" "FBgn0021776" 6 2 5 2 4 2 17
"1991" "FBgn0021795" 39552 42271 42198 53859 58211 22965 13180
"1992" "FBgn0021796" 8533 5991 4577 2661 1287 1060 3583
"1993" "FBgn0021800" 380 216 52 205 136 178 243
"1994" "FBgn0021814" 7062 6784 6100 5548 3138 1691 2947
"1995" "FBgn0021818" 5828 4234 3230 2327 1248 1100 3448
"1996" "FBgn0021825" 16970 16387 16104 14124 5870 2297 5437
"1997" "FBgn0021847" 6634 4930 3657 1745 880 896 1815
"1998" "FBgn0021856" 23029 21269 19808 16812 5909 2052 2978
"1999" "FBgn0021872" 44292 33148 24223 18399 9571 10486 31993
"2000" "FBgn0021874" 14848 13888 14324 7388 2280 1042 2112
"2001" "FBgn0021875" 7256 4679 3343 1712 1034 914 1080
"2002" "FBgn0021895" 20466 20612 18438 33586 29544 13446 10768
"2003" "FBgn0021906" 24997 25667 26140 33699 35420 12166 9326
"2004" "FBgn0021944" 19943 17064 16401 10789 3857 2065 3537
"2005" "FBgn0021967" 5006 5109 5308 6336 7187 3013 3203
"2006" "FBgn0021979" 11043 10125 9884 8716 4023 2155 6339
"2007" "FBgn0021995" 18091 15973 15640 9097 2964 1560 3223
"2008" "FBgn0022023" 44172 45052 44559 53250 47222 20722 25726
"2009" "FBgn0022027" 3466 3250 2934 2632 1045 779 1449
"2010" "FBgn0022029" 17368 11641 7857 3693 2471 1971 3754
"2011" "FBgn0022069" 32463 27347 22679 13585 4981 3272 4231
"2012" "FBgn0022097" 17136 16879 16617 15052 8787 3866 4688
"2013" "FBgn0022153" 13383 11661 10984 8165 3010 1990 5709
"2014" "FBgn0022160" 27694 23155 26064 18436 8522 3334 3775
"2015" "FBgn0022213" 63528 51712 48975 24397 9082 5496 11868
"2016" "FBgn0022224" 958 1167 945 1239 1746 1224 1317
"2017" "FBgn0022238" 9810 7205 2860 8041 3902 2269 3154
"2018" "FBgn0022288" 20429 13885 8824 3057 1400 1343 1868
"2019" "FBgn0022338" 15326 12980 10509 7382 3708 2947 4323
"2020" "FBgn0022343" 15380 13508 12497 8407 3294 2256 4509
"2021" "FBgn0022344" 7884 7504 7053 6743 3963 2083 3105
"2022" "FBgn0022349" 16660 15152 8675 9661 4466 3994 10702
"2023" "FBgn0022355" 28 25 39 30 67 65 40
"2024" "FBgn0022359" 1972 1340 1305 935 487 216 330
"2025" "FBgn0022361" 377 303 141 171 88 100 334
"2026" "FBgn0022382" 853 468 166 300 281 444 1088
"2027" "FBgn0022699" 5093 2354 1130 708 557 503 1234
"2028" "FBgn0022700" 31 26 30 20 21 20 1
"2029" "FBgn0022702" 138 137 172 157 113 34 96
"2030" "FBgn0022709" 685 494 364 392 224 185 224
"2031" "FBgn0022710" 98 64 15 16 24 36 116
"2032" "FBgn0022724" 4328 3069 1977 1069 646 561 991
"2033" "FBgn0022740" 0 0 0 0 0 4 0
"2034" "FBgn0022764" 15693 7739 5044 4262 3497 3250 8593
"2035" "FBgn0022768" 2209 657 483 618 697 533 3385
"2036" "FBgn0022770" 71 61 45 61 27 27 34
"2037" "FBgn0022772" 3273 924 473 535 585 498 1178
"2038" "FBgn0022774" 8003 7103 7052 4722 1840 1011 2964
"2039" "FBgn0022786" 6492 3953 2443 1161 988 666 1804
"2040" "FBgn0022787" 13741 7099 4728 4204 3604 3320 7938
"2041" "FBgn0022800" 373 310 301 368 263 127 119
"2042" "FBgn0022893" 172039 158888 68190 168516 125323 75951 115944
"2043" "FBgn0022935" 4059 1734 912 639 448 454 1154
"2044" "FBgn0022936" 5549 4629 4120 2536 1142 1001 1576
"2045" "FBgn0022942" 11789 10036 8231 5565 2089 1506 4119
"2046" "FBgn0022943" 4005 3465 2954 1779 816 668 1047
"2047" "FBgn0022959" 14771 13298 4391 14977 9296 5085 8972
"2048" "FBgn0022960" 4588 3095 1475 1454 888 827 2112
"2049" "FBgn0022981" 10 19 24 8 4 0 1
"2050" "FBgn0022984" 6449 6612 4111 5044 2939 1426 1819
"2051" "FBgn0022985" 7442 6290 3699 4350 2179 1699 2982
"2052" "FBgn0022986" 4441 3172 1159 1243 1131 726 1874
"2053" "FBgn0022987" 6972 5938 3587 4659 1869 1259 2552
"2054" "FBgn0023000" 5370 4570 3799 3850 3295 1375 1853
"2055" "FBgn0023001" 1 1 1 0 1 0 1
"2056" "FBgn0023023" 1419 1092 791 1132 819 351 1067
"2057" "FBgn0023076" 5 3 4 3 1 12 0
"2058" "FBgn0023081" 4880 4303 4174 2988 1425 1148 3680
"2059" "FBgn0023083" 15598 5325 2328 2309 1957 1956 5332
"2060" "FBgn0023090" 15 3 4 9 10 10 20
"2061" "FBgn0023091" 123 52 52 48 41 54 31
"2062" "FBgn0023094" 3755 3147 2979 1640 671 467 993
"2063" "FBgn0023095" 395 258 62 139 94 52 334
"2064" "FBgn0023096" 234 138 95 103 82 138 104
"2065" "FBgn0023097" 2732 1427 843 756 562 190 1559
"2066" "FBgn0023129" 2033 1349 399 318 301 398 1199
"2067" "FBgn0023130" 2018 833 346 307 204 170 753
"2068" "FBgn0023143" 100931 83176 72173 49379 22327 16506 31557
"2069" "FBgn0023167" 5810 5304 4134 3847 2291 1704 3444
"2070" "FBgn0023169" 5136 4212 4548 2957 943 503 1475
"2071" "FBgn0023170" 55125 62360 55685 89903 168272 190733 207520
"2072" "FBgn0023171" 4416 4390 4103 3739 1833 1015 1758
"2073" "FBgn0023172" 5766 4500 3346 3474 2144 1910 4451
"2074" "FBgn0023174" 64906 64933 69697 69503 46289 9437 10682
"2075" "FBgn0023175" 33027 31680 30416 30649 16229 5898 8598
"2076" "FBgn0023177" 21115 16280 14712 7381 3965 2284 5165
"2077" "FBgn0023178" 217 131 79 90 84 37 22
"2078" "FBgn0023179" 10 4 3 3 6 0 0
"2079" "FBgn0023180" 2533 2193 1479 1114 670 527 832
"2080" "FBgn0023181" 11603 8816 8075 4437 1787 881 1874
"2081" "FBgn0023197" 12 4 4 1 5 0 11
"2082" "FBgn0023212" 11710 10950 7218 9413 4141 2834 5053
"2083" "FBgn0023213" 31653 23681 15911 36204 18714 10344 22256
"2084" "FBgn0023214" 3740 1069 367 911 1228 1005 1388
"2085" "FBgn0023215" 348 60 27 81 118 34 191
"2086" "FBgn0023216" 5335 2072 1064 683 473 574 1032
"2087" "FBgn0023388" 10474 6000 3979 2789 1986 1593 3915
"2088" "FBgn0023395" 3518 2176 1337 697 572 470 1439
"2089" "FBgn0023407" 16250 11011 8585 6909 3507 2403 4331
"2090" "FBgn0023415" 2 0 0 2 4 0 0
"2091" "FBgn0023416" 4852 4022 3216 3411 1771 952 1712
"2092" "FBgn0023441" 239 169 124 95 65 56 99
"2093" "FBgn0023458" 7935 6026 4420 3970 2330 1630 7518
"2094" "FBgn0023477" 21598 21036 18981 16730 8349 3985 6888
"2095" "FBgn0023479" 5542 5259 5381 4976 4522 3644 5817
"2096" "FBgn0023489" 15 25 6 20 4 3 10
"2097" "FBgn0023495" 51 30 48 63 47 26 11
"2098" "FBgn0023496" 0 0 0 0 0 0 0
"2099" "FBgn0023506" 3477 1550 721 461 506 452 631
"2100" "FBgn0023507" 5849 5248 6052 5315 2642 1242 2987
"2101" "FBgn0023508" 12221 8918 8845 6291 3728 2314 5256
"2102" "FBgn0023509" 2963 1712 917 819 648 558 2211
"2103" "FBgn0023510" 2773 1636 644 886 549 584 2640
"2104" "FBgn0023511" 9536 8389 8215 6650 2806 1288 4487
"2105" "FBgn0023512" 9019 6399 5373 3195 1861 1265 2746
"2106" "FBgn0023513" 5523 3428 2742 1127 824 665 2343
"2107" "FBgn0023514" 16518 10397 5565 2480 1828 1801 3740
"2108" "FBgn0023515" 1762 1024 598 605 597 350 1540
"2109" "FBgn0023516" 10041 7255 6292 2660 1217 812 1628
"2110" "FBgn0023517" 12885 11181 11343 8565 3542 1877 2817
"2111" "FBgn0023518" 6506 3666 2402 1620 1291 1028 3354
"2112" "FBgn0023519" 8527 7949 7480 6078 2728 1369 2379
"2113" "FBgn0023520" 5006 2867 1573 586 382 410 686
"2114" "FBgn0023521" 3854 3373 3331 2106 910 389 663
"2115" "FBgn0023522" 16430 13727 12313 10406 4638 2515 3868
"2116" "FBgn0023523" 92 23 12 23 20 36 48
"2117" "FBgn0023524" 24 19 10 21 4 9 2
"2118" "FBgn0023525" 507 349 304 382 301 132 202
"2119" "FBgn0023526" 488 73 9 79 114 149 368
"2120" "FBgn0023527" 16835 10602 6866 2247 1208 892 1798
"2121" "FBgn0023528" 3889 2465 867 1176 836 648 2141
"2122" "FBgn0023529" 45108 44732 39907 52544 30789 10837 15684
"2123" "FBgn0023530" 4091 3333 2235 1203 562 516 877
"2124" "FBgn0023531" 736 484 315 464 298 198 589
"2125" "FBgn0023534" 1 2 4 1 6 6 7
"2126" "FBgn0023535" 283 246 237 342 337 86 84
"2127" "FBgn0023536" 1877 1386 1294 666 230 144 269
"2128" "FBgn0023537" 8783 7865 7712 5734 2137 1289 5066
"2129" "FBgn0023540" 1281 865 680 486 343 223 553
"2130" "FBgn0023541" 0 0 0 0 0 0 0
"2131" "FBgn0023542" 33732 26670 25401 12083 3794 1968 3080
"2132" "FBgn0023545" 8961 9423 10560 12614 13852 5512 4526
"2133" "FBgn0023549" 5482 4663 5403 4055 1134 545 2468
"2134" "FBgn0023550" 62 13 22 13 8 6 7
"2135" "FBgn0024150" 1999 1556 1161 1124 831 526 1865
"2136" "FBgn0024177" 8529 8978 7529 7657 4003 2681 3060
"2137" "FBgn0024179" 12 8 2 11 2 6 13
"2138" "FBgn0024182" 0 0 0 0 0 0 0
"2139" "FBgn0024183" 24302 21701 10920 20297 9845 4456 8423
"2140" "FBgn0024184" 0 0 0 0 0 0 0
"2141" "FBgn0024187" 3131 1739 1030 843 581 508 1668
"2142" "FBgn0024188" 12863 13297 11665 12382 7499 2309 3345
"2143" "FBgn0024189" 1 2 0 0 0 4 1
"2144" "FBgn0024191" 2737 1861 1259 593 393 317 1042
"2145" "FBgn0024194" 25529 21186 19691 10863 3515 1809 2804
"2146" "FBgn0024196" 4694 5163 4444 6552 9293 5825 4156
"2147" "FBgn0024222" 6879 5025 3226 1793 1054 891 2862
"2148" "FBgn0024227" 7682 7204 7012 5556 2457 1634 3198
"2149" "FBgn0024230" 8590 5866 3707 2322 1333 959 1624
"2150" "FBgn0024232" 35 30 17 49 97 395 138
"2151" "FBgn0024234" 17324 15667 15746 15228 7441 2567 4056
"2152" "FBgn0024236" 30005 22366 17306 13115 9423 8054 8896
"2153" "FBgn0024238" 42576 37607 21697 35632 15335 7750 12580
"2154" "FBgn0024244" 9 8 1 7 15 5 2
"2155" "FBgn0024245" 5840 3260 1225 783 436 663 1655
"2156" "FBgn0024248" 3923 2370 942 885 531 434 1415
"2157" "FBgn0024249" 0 0 0 1 0 0 1
"2158" "FBgn0024250" 154 11 6 30 41 82 359
"2159" "FBgn0024251" 45 18 9 9 4 19 23
"2160" "FBgn0024273" 9826 6437 3507 3115 2351 1896 3808
"2161" "FBgn0024277" 53486 32536 21837 19034 12644 10360 17620
"2162" "FBgn0024285" 23606 19050 15692 8168 4111 2849 6445
"2163" "FBgn0024288" 21 8 13 12 3 22 10
"2164" "FBgn0024289" 1 2 0 3 2 0 0
"2165" "FBgn0024291" 4632 1298 811 941 895 976 1890
"2166" "FBgn0024293" 0 0 0 0 2 0 0
"2167" "FBgn0024294" 0 1 0 0 0 0 0
"2168" "FBgn0024314" 21194 16910 17824 11380 3881 2185 6279
"2169" "FBgn0024315" 342 164 65 51 43 36 178
"2170" "FBgn0024319" 1 0 2 1 0 1 1
"2171" "FBgn0024320" 9749 9201 9615 8950 3593 1552 5029
"2172" "FBgn0024321" 2785 1110 539 1043 1255 1208 2251
"2173" "FBgn0024326" 9004 7336 4215 4822 2577 1676 3773
"2174" "FBgn0024329" 10730 6926 5354 4057 3100 2158 5556
"2175" "FBgn0024330" 4591 3445 1816 1536 1603 1233 2294
"2176" "FBgn0024332" 7246 4382 2571 1319 1148 909 3158
"2177" "FBgn0024352" 73294 68716 63608 52528 18779 10572 16330
"2178" "FBgn0024360" 1330 832 700 396 229 225 501
"2179" "FBgn0024361" 366 367 392 448 325 110 80
"2180" "FBgn0024362" 3307 2896 1946 1783 789 598 1338
"2181" "FBgn0024364" 1587 1040 745 657 413 386 1057
"2182" "FBgn0024365" 6538 5123 4796 3965 1765 910 2480
"2183" "FBgn0024366" 13 13 10 19 5 12 27
"2184" "FBgn0024371" 16352 14315 11818 5948 2275 1591 2396
"2185" "FBgn0024432" 13677 12515 9182 9728 6775 4901 7536
"2186" "FBgn0024491" 100704 32658 23959 14954 7907 5393 4901
"2187" "FBgn0024509" 43457 38737 36596 28391 11018 4341 8501
"2188" "FBgn0024510" 1997 868 455 306 246 307 783
"2189" "FBgn0024542" 6229 2542 925 564 470 521 994
"2190" "FBgn0024555" 7215 4620 2008 3002 2257 2166 5543
"2191" "FBgn0024556" 41881 38924 45219 44941 23397 5647 7095
"2192" "FBgn0024558" 21282 19125 21695 20251 11680 2928 2836
"2193" "FBgn0024689" 10104 7757 7373 3135 1368 1127 2952
"2194" "FBgn0024698" 14851 10240 7194 3514 1929 1579 3928
"2195" "FBgn0024728" 5483 3050 1220 1626 1008 1171 2038
"2196" "FBgn0024732" 38 16 10 9 17 7 26
"2197" "FBgn0024733" 430426 486548 533667 753647 1177843 1062048 791510
"2198" "FBgn0024734" 18512 9377 3016 8459 3778 2122 3664
"2199" "FBgn0024740" 1 0 0 0 0 0 0
"2200" "FBgn0024754" 11572 11723 9938 12462 6499 2647 5174
"2201" "FBgn0024804" 1604 1346 984 1270 703 288 623
"2202" "FBgn0024806" 4056 2764 1736 1332 1029 800 2584
"2203" "FBgn0024807" 7917 4553 3264 3161 2271 1768 4473
"2204" "FBgn0024811" 5902 5224 3032 2754 1412 1331 2235
